id,full_title,age,view_count,like_count,dislike_count,comment_count,artists
380,Wintana Tsige - Semah | ሰማህ - New Ethiopian Music 2019 (Official Video),152,66065,648,92,194,WINTANA TSIGE
381,Nahom Tesfaye - Hawi Leyto | ሓዊ ለይቶ - New Eritrean Music 2018 (Official Video),413,169349,4311,224,445,NAHOM TESFAYE
382,Tombola Abebaw - Guadegnaye | ጓደኛዬ - New Ethiopian Music 2017 (Official Video),794,69641,828,27,429,TOMBOLA ABEBAW
383,Asegid Mulugeta - Semay | ሰማይ - New Ethiopian Music 2019 (Official Video),90,28706,280,35,41,ASEGID MULUGETA
384,Immuu Girmaa (Boranaa) -  Hellee - New Ethiopian Music 2016 (Official Video),1222,48962,148,16,21,IMMUU GIRMAA
385,Asegid Eshetu - Nefse | ነፍሴ - New Ethiopian Music (Official Video),1039,109739,680,51,188,ASEGID ESHETU
386,Anteneh Asrat - Banchi Alferdim - New Ethiopian Music 2016 (Official Video),1300,243357,1080,75,268,ANTENEH ASRAT
387,Cha Cha Sami - Kijiw | ቅጅው - New Ethiopian Music 2019,302,1354098,12840,469,1919,CHA CHA SAMI
388,Rediet Tolosa - Biya | ቢያ - New Ethiopian Music 2019,297,52315,421,56,94,REDIET TOLOSA
389,Ziggy Zaga - Destegna Negn | ደስተኛ ነኝ - New Ethiopian Music 2019 (Official Audio),221,21118,312,11,49,ZIGGY ZAGA
390,Ras Malula - Raggae Musikaye - New Ethiopian Reggae Music 2015 (Official Video),1474,11471,38,4,5,RAS MALULA
391,Workye Getachew - Jegnaw Wegene | ጀግናው ወገኔ - New Ethiopian Music 2017 (Official Video),995,137500,654,58,175,WORKYE GETACHEW
392,Mykey Shewa - Yenewa Hagere | የኔዋ ሃገሬ - New Ethiopian Music Dedicated to Dr Abiy Ahmed,479,296450,3149,249,551,MYKEY SHEWA
393,Fikremariam Gebru - Gefa Gefa | ገፋ ገፋ - New Ethiopian Music 2018 (Official Video),638,222580,1551,143,408,FIKREMARIAM GEBRU
394,Tommy Zuk - Shir Bey | ሽር በይ - New Ethiopian Music 2018 (Official Video),458,96749,807,92,175,TOMMY ZUK
395,Eskedar Wedaje - Yihe Libe | ይሄ ልቤ - New Ethiopian Music 2018 (Official Video),401,128220,743,76,166,ESKEDAR WEDAJE
396,Mekdes Hailu - Bel Nikaw | በል ንካው - New Ethiopian Music 2018 (Official Video),418,1046119,4442,522,1110,MEKDES HAILU
397,Yigrem Assefa - Shakimalle | ሸኪመሌ - New Ethiopian Oromo Music 2018 (Official Video),622,118017,971,72,238,YIGREM ASSEFA
398,Habtamu G/Tsadik - Agew | አገው - New Ethiopian Music 2019 (Official Audio),275,13978,151,5,54,HABTAMU G/TSADIK
399,Abdu Kiar - Wey Gude (ወይ ጉዴ) - New Ethiopian Music 2015 (Official Audio),1493,1612919,3882,612,924,ABDU KIAR
400,Asegid Eshetu - Yeawdamet Chewata | የአውዳመት ጨዋታ - New Ethiopian Music 2018 (Official Video),419,43186,472,44,87,ASEGID ESHETU
401,Wendesen Belay - Eshketer | እሽክትር - New Ethiopian Music 2019 (Official Video),69,83390,900,57,186,WENDESEN BELAY
402,Daniel Sintayehu -  ሞናሊዛ - New Ethiopian Music 2016 (Official Video),1111,239780,734,75,199,DANIEL SINTAYEHU
403,Gebremariam Asnakew - Anguaba Anguaba | አንጓባ አንጓባ - New Ethiopian Music 2018 (Official Video),580,89076,518,50,151,GEBREMARIAM ASNAKEW
404,Tigist G/Meskel - Lalsemah - New Ethiopian Music 2016 (Official Video),1268,64758,197,16,69,TIGIST G/MESKEL
405,Dawit Tsige - Yagere Lij - New Ethiopian Music 2016 (Official Video),1166,199486,608,46,82,DAWIT TSIGE
406,Salih Soud - Addis Ababa | አዲስ አበባ - New Ethiopian Music 2019 (Official Video),242,84994,695,144,153,SALIH SOUD
407,Tsegay Haregot - Michiw Elela | ምችው ኢለላ - New Ethiopian Music 2017 (Official Video),803,719769,2176,326,456,TSEGAY HAREGOT
408,Ziggy Zaga - Sakish - New Ethiopian Music 2019 (Official Audio),219,10612,136,6,23,ZIGGY ZAGA
409,Hot New Ethiopian Music 2014 Tewodage Yeneneh - Run Away (Official Video),1841,45274,39,21,7,TEWODAGE YENENEH
410,Beyan ft Abase - Anchin Beye | አንችን ብዬ - New Ethiopian Music 2019 (Official Video),62,46177,425,66,73,BEYAN
411,Beyan ft Abase - Anchin Beye | አንችን ብዬ - New Ethiopian Music 2019 (Official Video),62,46177,425,66,73,ABASE
412,Yidnekachew Tsegaye - And Honen Meta | አንድ ሆነን መታ - New Ethiopian Music 2018 (Official Video),423,57679,523,49,130,YIDNEKACHEW TSEGAYE
413,Andinet Birhanu -  Anchin Atito Menor | አንችን አጥቶ መኖር - New Ethiopian Music 2016 (Official Video),1102,15684,69,23,49,ANDINET BIRHANU
414,Dawit Alemayehu - Mizanish Tezaba - New Ethiopian Music 2016 (Official Video),1162,2732853,8769,1043,1746,DAWIT ALEMAYEHU
415,Lion Sunday & KG Man - Selibato | ሰሊባቶ - New Ethiopian Music 2019 (Official Video),80,28927,368,313,161,LION SUNDAY
416,Lion Sunday & KG Man - Selibato | ሰሊባቶ - New Ethiopian Music 2019 (Official Video),80,28927,368,313,161,KG MAN
417,Kiya & Tarik - Beredu - New Ethiopian Music 2019 (Official Video),104,33953,447,70,116,KIYA
418,Kiya & Tarik - Beredu - New Ethiopian Music 2019 (Official Video),104,33953,447,70,116,TARIK
419,Merkeb Baryagabir ft. Adiam Sibhatu - Nie Che Che | ንዒ ቸቸ - New Tigrigna Music 2018 (Official Video),463,1323537,10227,1318,1319,MERKEB BARYAGABIR
420,Merkeb Baryagabir ft. Adiam Sibhatu - Nie Che Che | ንዒ ቸቸ - New Tigrigna Music 2018 (Official Video),463,1323537,10227,1318,1319,ADIAM SIBHATU
421,Yeabsira Samuel - Tenageri | ተናገሪ - New Ethiopian Music 2018 (Official Video),551,46699,459,30,102,YEABSIRA SAMUEL
422,Fayyisaa Haayiluu - Hiibboo - New Ethiopian Music 2019 (Official Video),40,177763,1722,177,299,FAYYISAA HAAYILUU
423,Mamila Lukas ft Sara T - Jerusalem - New Ethiopian Music 2016 (Official Video),1224,169148,645,111,150,MAMILA LUKAS
424,Mamila Lukas ft Sara T - Jerusalem - New Ethiopian Music 2016 (Official Video),1224,169148,645,111,150,SARA T
425,Hot New Ethiopian Music 2014 Teddy Afro - Beseba Dereja,1899,12974345,19846,4547,2813,TEDDY AFRO
426,Moges Mebratu -  WOLEBA - New Ethiopian Music (Official Video),1367,380976,610,77,99,MOGES MEBRATU
427,Samuel Legesse - Moto Fokari | ሞቶ ፎካሪ - New Ethiopian Music 2019 (Official Video),211,117110,1098,159,196,SAMUEL LEGESSE
428,Hot New Ethiopian Music 2014 Feysal Haji - Wol Yadanna (Official Video),1859,31858,47,14,6,FEYSAL HAJI
429,D Abe - Yagizema | ያግዜማ - New Ethiopian Music 2019 (Official Video),145,73356,762,156,204,D ABE
430,Desalegn Berhanu - Embi Gelele | እምቢ ገለሌ - New Ethiopian Music 2018 (Official Video),382,57432,456,43,115,DESALEGN BERHANU
431,Hot New Ethiopian Music 2014 Girum Asfaw - Afro Endegena,2076,35946,36,11,0,GIRUM ASFAW
432,Habtu Ashagre - Awdamet | አውዳመት - New Ethiopian Music 2019,301,91375,790,57,158,HABTU ASHAGRE
433,Solome Yosef (Soli) - Zendirosa - New Ethiopian Music 2016 (Official Video),1297,200371,462,81,151,SOLOME YOSEF
434,JY ft. Cocky - Wipe Your Tears - New Ethiopian Music 2019 (Official Video),128,49062,338,66,86,JY
435,JY ft. Cocky - Wipe Your Tears - New Ethiopian Music 2019 (Official Video),128,49062,338,66,86,COCKY
436,Abraham Maru - Lowazu | ሎዋዙ - New Ethiopian Music 2017 (Official Video),854,137209,677,50,160,ABRAHAM MARU
437,Tiqo & Dani - AHADU | አሀዱ - New Ethiopian Music (Official Video),1055,54568,199,22,45,TIQO
438,Tiqo & Dani - AHADU | አሀዱ - New Ethiopian Music (Official Video),1055,54568,199,22,45,DANI
439,Tamene Kapite ft. Gildo Kassa - YELE YELE - New Ethiopian Music 2019,289,42602,418,71,130,TAMENE KAPITE
440,Tamene Kapite ft. Gildo Kassa - YELE YELE - New Ethiopian Music 2019,289,42602,418,71,130,GILDO KASSA
441,Sami Ahmed - Selam Le Ethiopia | ሰላም ለኢትዮዽያ - New Ethiopian Music 2017 (Official Video),804,62197,538,38,213,SAMI AHMED
442,New Best Ethiopian Tizita music Muluberhan Abeje - Astawesewalehu,2132,21146,29,8,3,TIZITA  MULUBERHAN ABEJE
443,Hot New Ethiopian Music 2014 Tariku 80 Shele ft Bini Dana - Ney BeAman (Official Video),1833,2336342,4606,596,449,TARIKU 80 SHELE
444,Hot New Ethiopian Music 2014 Tariku 80 Shele ft Bini Dana - Ney BeAman (Official Video),1833,2336342,4606,596,449,BINI DANA
445,Habtamu G/Tsadik - Megale Tiya - New Ethiopian Music 2019 (Official Audio),275,6636,86,1,17,HABTAMU G/TSADIK
446,Yeheyes Ayele - Salay Bay | ሳላይ ባይ  - New Ethiopian Music 2018 (Official Video),322,67109,388,67,111,YEHEYES AYELE
447,Mulu Gossaye - Gizeyen Sitegn | ጊዜዬን ስጠኝ - New Ethiopian Music 2018 (Official Video),607,97895,488,64,88,MULU GOSSAYE
448,Abraham Hailemariam - Atsemiwkyo | ኣፀሚውክዮ - New Ethiopian Music 2017 (Official Video),898,70738,233,51,64,ABRAHAM HAILEMARIAM
449,Dina Anteneh - Eduma | ኤዱማ - New Ethiopian Music 2018 (Official Video),435,404045,2918,370,560,DINA ANTENEH
450,Abdu Kiar - Melkam Ametbal (መልካም አመት በአል) - New Ethiopian Music 2015 (Official Audio),1493,197568,533,56,69,ABDU KIAR
451,Kidist | Yidnekachew | Zemedkun - AWDAMET | አውዳመት - New Ethiopian Music 2017 (Official Video),934,256208,784,84,165,KIDIST | YIDNEKACHEW | ZEMEDKUN
452,Workneh Asrat - Agegnehu - New Ethiopian Music 2016 (Official Video),1237,75959,175,33,56,WORKNEH ASRAT
453,Zekarias Habte - Addis Sew | አዲስ ሰው - New Ethiopian Music 2019 (Official Video),55,39588,423,35,66,ZEKARIAS HABTE
454,Genet Bekele - Abiy Hasab | አብይ ሃሳብ - New Ethiopian Music 2019,289,50585,689,111,177,GENET BEKELE
455,Bewketu Misganaw ft.Abel Rasta - Yene Konjo | የኔ ቆንጆ - New Ethiopian Music 2017 (Official Video),818,44009,325,66,108,BEWKETU MISGANAW FT.ABEL RASTA
456,Mulugeta Lema - Aleme | አለሜ - New Ethiopian Music 2017 (Official Video),697,51361,304,49,65,MULUGETA LEMA
457,Halima Abdurahman - Kekal Belay | ከቃል በላይ - New Ethiopian Music 2019 (Official Video),149,457667,4642,297,1114,HALIMA ABDURAHMAN
458,Millena Biniam - Yeken kidus | የቀን ቅዱስ - New Ethiopian Music 2017 (Official Video),912,221470,1171,138,259,MILLENA BINIAM
459,Falmata ft Sam Dawg - Accelerate - New Ethiopian Oromigna Music 2015 (Official Video),1442,64645,156,61,60,FALMATA
460,Falmata ft Sam Dawg - Accelerate - New Ethiopian Oromigna Music 2015 (Official Video),1442,64645,156,61,60,SAM DAWG
461,Teddy Yo ft Get Anley - WA! | ዋ! - New Ethiopian Music 2018 (Official Audio W/Lyrics),599,74216,923,29,137,TEDDY YO
462,Teddy Yo ft Get Anley - WA! | ዋ! - New Ethiopian Music 2018 (Official Audio W/Lyrics),599,74216,923,29,137,GET ANLEY
463,Naafkoo Sobbooqaa - Assasaa - New Ethiopian Music 2017 (Official Video),697,45221,363,33,144,NAAFKOO SOBBOOQAA
464,Millena Biniam - Sile Nege | ስለ ነገ - New Ethiopian Music (Official Video),1051,474658,1867,167,444,MILLENA BINIAM
465,Habtamu Mengistu - Min Yishalal - New Ethiopian Music 2016 (Official Video),1187,54036,129,25,63,HABTAMU MENGISTU
466,Helera Tesfaye - Ethiopia Hagere | ኢትዮጵያ ሃገሬ - New Ethiopian Music 2018 (Official Video),473,50845,555,200,273,HELERA TESFAYE
467,Sintayehu Enyew - Anchiye | አንችዬ - New Ethiopian Music 2017 (Official Video),1027,37120,127,8,45,SINTAYEHU ENYEW
468,Zenebe Worku - Man Zim Yilal | ማን ዝም ይላል - New Ethiopian Music 2018 (Official Video),405,131436,814,90,194,ZENEBE WORKU
469,Lidya Teklu - Lante Adela - New Ethiopian Music 2016 (Official Video),1250,15689,-1,-1,59,LIDYA TEKLU
470,Lidj Abebaw - Ayteshign Endalayesh - New Ethiopian Music 2016 (Official Video),1200,34224,98,20,37,LIDJ ABEBAW
471,Keren Melesse - Sinamir | ስናምር - New Ethiopian Music 2018 (Official Video),355,73433,701,93,172,KEREN MELESSE
472,Fikru Yilkal - Yegeta Nebiy | የጌታ ነብይ - New Ethiopian Music 2018 (Official Video),428,72651,826,102,213,FIKRU YILKAL
473,Selamawit Dejene - Dera Dera | ደራ ደራ - New Ethiopian Music 2017 (Official Video),885,163159,751,97,281,SELAMAWIT DEJENE
474,Esubalew Adugna - Emye - New Ethiopian Music 2015 (Official Video),1516,155777,310,55,46,ESUBALEW ADUGNA
475,Matiyas Tefera - Zim Alilim | ዝም አልልም - New Ethiopian Music 2019 (Official Video),70,33104,609,28,138,MATIYAS TEFERA
476,John Haftu - Lemide Lemide | ለሚደ ለሚደ - New Ethiopian Music 2017 (Official Video),866,649776,3355,262,420,JOHN HAFTU
477,Dawit Mideksa ft Lij Michael(faf) : Adrashash Tefabegn አድራሻሽ ጠፋብኝ New Ethiopian Music 2013,2289,124454,365,19,51,DAWIT MIDEKSA
478,Dawit Mideksa ft Lij Michael(faf) : Adrashash Tefabegn አድራሻሽ ጠፋብኝ New Ethiopian Music 2013,2289,124454,365,19,51,LIJ MICHAEL
479,Abdi Jemal - Habiboye New Ethiopian Music 2015 (Official Video),1521,16251,66,1,2,ABDI JEMAL
480,Stif Lion ft.  Zack - Kifu Atasib | ክፉ አታስብ - New Ethiopian Music 2019 (Official Video),277,27779,327,46,135,STIF LION
481,Stif Lion ft.  Zack - Kifu Atasib | ክፉ አታስብ - New Ethiopian Music 2019 (Official Video),277,27779,327,46,135,ZACK
482,Biruk Tsegaye - Wub Aleme - New Ethiopia Music 2016 (Official Video),1236,25492,104,16,51,BIRUK TSEGAYE
483,Dawd Sultan - Awdamet - New Ethiopian Music 2016 (Official Video),1280,169737,371,49,67,DAWD SULTAN
484,Rahel Gemechu - Belay lay | በላይ ላይ - New Ethiopian Music 2018 (Official Video),322,25883,200,37,97,RAHEL GEMECHU
485,Mekuanent  Melesse & Aster Wolde - Almazu - New Ethiopian Music 2016 (Official Video),1288,4337398,6879,2262,863,MEKUANENT  MELESSE
486,Mekuanent  Melesse & Aster Wolde - Almazu - New Ethiopian Music 2016 (Official Video),1288,4337398,6879,2262,863,ASTER WOLDE
487,Sam Habesha - Yene Nat | የኔ ናት - New Ethiopian Music 2017 (Official Video),795,140071,736,69,-1,SAM HABESHA
488,Menbere T/Selassie - Yene Selam - New Ethiopian Music 2016 (Official Video),1139,284263,578,129,242,MENBERE T/SELASSIE
489,Kassahun Wendmu - Basebgn | ባሰብኝ - New Ethiopian Music 2017 (Official Video),852,87424,337,40,122,KASSAHUN WENDMU
490,Miki Hailu - Germaye Gafo - New Ethiopian Music 2019 (Official Video),52,42536,447,94,137,MIKI HAILU
491,Awoke Abebe - Ay Gize Ay Zemen - New Ethiopian Music (Official Video),1363,105068,327,41,144,AWOKE ABEBE
492,Belsam X Alexander ft. Han - Yenew Nat | የኔው ናት - New Ethiopian Music 2019 (Official Video),164,42212,322,81,85,BELSAM X ALEXANDER
493,Belsam X Alexander ft. Han - Yenew Nat | የኔው ናት - New Ethiopian Music 2019 (Official Video),164,42212,322,81,85,HAN
494,Haylay Gebru - Meley Meleye | መለይ መለየ - New Ethiopian Tigrigna Music 2018 (Official Video),540,69150,590,43,168,HAYLAY GEBRU
495,Tsehay Alem  -  Raya - New Ethiopian Music 2016 (Official Video),1271,319085,618,122,214,TSEHAY ALEM
496,Mulusew Addis - Endemaru | እንደማሩ - New Ethiopian Music 2019 (Official Video),306,206657,1031,108,276,MULUSEW ADDIS
497,Yidnekachew Tsegaye - Enki Selamta | እንኪ ሰላምታ - New Ethiopian Music (Official Video),942,128689,550,74,144,YIDNEKACHEW TSEGAYE
498,Babby Ragga - Sewlesew Enihun - New Ethiopian Music 2016 (Official Video),1363,20144,126,4,43,BABBY RAGGA
499,Ataklti Techane - Mesilni | መሲልኒ - New Ethiopian Tigrigna Music 2018 (Official Video),530,17357,278,11,128,ATAKLTI TECHANE
500,Ziggy Zaga - Godin | ጎዲን - New Ethiopian Music 2019 (Official Audio),220,7327,75,3,4,ZIGGY ZAGA
501,Abel Mulugeta - Selame - New Ethiopian Music 2018 (Official Video),516,106975,1093,51,262,ABEL MULUGETA
502,Ben X Jordan & Bek Ge'ez - Layhonlen | ላይሆንልን - New Ethiopian Music 2019 (Official Video),191,61783,999,45,127,BEN X JORDAN
503,Ben X Jordan & Bek Ge'ez - Layhonlen | ላይሆንልን - New Ethiopian Music 2019 (Official Video),191,61783,999,45,127,BEK GEEZ
504,Semir Muler Girma - Sintun Yayehubsh | ስንቱን ያየሁብሽ - New Ethiopian Music (Official video),1063,102457,265,35,93,SEMIR MULER GIRMA
505,Ujulu ft Yodit  -  Wololo  New Ethiopian Music 2015 (Official Video),1531,14751,30,4,5,UJULU
506,Ujulu ft Yodit  -  Wololo  New Ethiopian Music 2015 (Official Video),1531,14751,30,4,5,YODIT
507,Mulugeta Alemu - Yebechaye | የብቻዬ - New Ethiopian Music 2018 (Official Video),339,164600,922,57,160,MULUGETA ALEMU
508,Michael Seleshi - Hamus | ሀሙስ - New Ethiopian Music 2018 (Official Video),367,57332,408,36,132,MICHAEL SELESHI
509,Rahel Getachew - Beal Gaesi | በዓል ጋዕሲ - Ethiopian Tigrigna Music 2018 (Official Video),664,280304,1549,201,436,RAHEL GETACHEW
510,Minalush Reta - Wudedegn | ውደደኝ - New Ethiopian Music 2019 (Official Video),229,145442,1223,63,187,MINALUSH RETA
511,Issac K/Mariam - Nerakhebelu | ንራኸበሉ - New Ethiopian Tigrigna Music 2018 (Official Video),578,34983,409,33,120,ISSAC K/MARIAM
512,Kb Man - Endenyhe | እንዴኔሂ - New Ethiopian Music (Official Video),1042,340525,1362,129,301,KB MAN
513,Mahlet Demere - Yene Desta | የኔ ደስታ - New Ethiopian Music 2016 (Official Video),1113,2753178,7655,1075,1944,MAHLET DEMERE
514,Addis Alemayehu - Asheftogn | አሸፍቶኝ - New Ethiopian Music 2019 (Official Video),203,70572,530,77,97,ADDIS ALEMAYEHU
515,Mahlet Abadi - Bahgey | ባህገይ - New Ethiopian Tigrigna Music 2018 (Official Video),407,54313,703,58,137,MAHLET ABADI
516,Mr. Wina - Wushima | ውሽማ - New Ethiopian Music 2019 (Official Video),111,45426,413,163,177,MR. WINA
517,Abel Mulugeta - Mela Mela | መላ መላ - New Ethiopian Music 2018,421,91676,1004,103,223,ABEL MULUGETA
518,Samuel Seneshaw - Temelalash Takami | ተመላላሽ ታካሚ - New Ethiopian Music 2019 (Official Video),22,60410,918,44,123,SAMUEL SENESHAW
519,Ras Nebyu - Days Later - New Ethiopian Hip Hop Music 2019 (Official Video),82,15545,321,56,78,RAS NEBYU
520,Fitsum Merzo - Yene Enbuchuchu | የኔ እንቡቹቹ - New Ethiopian Music 2018 (Official Video),347,344067,1156,345,592,FITSUM MERZO
521,Zakir Abdela - Bullooy Bulloo - New Ethiopian Music 2019 (Official Video),66,127179,1364,165,208,ZAKIR ABDELA
522,Heran Gediyon - Bye Bye | ባይ ባይ - New Ethiopian Music 2018 (Official Video),363,5634166,19420,1411,2852,HERAN GEDIYON
523,Muluken Dawit - Seber Seka | ሰበር ሰካ - New Ethiopian Music 2017 (Official Video),811,131377,600,51,300,MULUKEN DAWIT
524,Dagmawi Yirga Belay -  woyne woyne - New Ethiopian Music 2016 (Official Video),1301,111447,389,62,177,DAGMAWI YIRGA BELAY
525,Fikir Yitagesu - Eziga | እዚጋ - New Ethiopian Music 2019 (Official Video),157,960472,4256,466,1373,FIKIR YITAGESU
526,Heaven - Koinelka'do | ኮይነልካ'ዶ - New Eritrean Music 2019 (Official Video),224,78472,1200,74,160,HEAVEN
527,Alemayehu Getachew (Alex) - Ney Bedenget | ነይ በድንገት - New Ethiopian Music 2019 (Official Video),77,25410,326,22,70,ALEMAYEHU GETACHEW
528,Yitagesu Nibretu - Gude | ጉዴ - New Ethiopian Music 2017 (Official Video),696,82312,460,72,163,YITAGESU NIBRETU
529,Nati Haile - Alo 2 Wiyo | አሎ 2 ዊዮ - New Ethiopian Music 2018 (Official Video),531,100304,598,75,157,NATI HAILE
530,Hot New Ethiopian Music 2014 Mieraf Assefa - Sew Alesh (Official Video),1837,67980,149,19,12,MIERAF ASSEFA
531,Honey Spice - Kena Beye | ቀና ብዬ - New Ethiopian Music 2017 (Official Video),700,39727,263,102,173,HONEY SPICE
532,Mr Wina ft. Elu Panda - Magnaye | ማኛዬ - New Ethiopian Music 2018 (Official Video),504,680167,2558,432,453,MR WINA
533,Mr Wina ft. Elu Panda - Magnaye | ማኛዬ - New Ethiopian Music 2018 (Official Video),504,680167,2558,432,453,ELU PANDA
534,Elio251 -  Selam - New Ethiopian Music 2015 (Official Video),1501,19380,65,19,7,ELIO251
535,Afomiya Betru - Liyu New | ልዩ ነው -  New Ethiopian Music 2019 (Official Video),63,33342,368,92,113,AFOMIYA BETRU
536,Biniam Assefa ቢንያም አሰፋ (ቢኒ ላሊ) -  Betesema ብትሰማ New Single 2013,2219,60392,108,13,10,BINIAM ASSEFA ቢንያም አሰፋ
537,Bemnet Eri - Mixed Emotions - New Eritrean Music 2019,295,75430,1841,212,407,BEMNET ERI
538,Mule Rootz ft Mykey Shewa - Ayne - New Ethiopian Music 2015 (Official Music Video),1442,86003,205,54,42,MULE ROOTZ
539,Mule Rootz ft Mykey Shewa - Ayne - New Ethiopian Music 2015 (Official Music Video),1442,86003,205,54,42,MYKEY SHEWA
540,Papi ft.Temesgen Gebregziabher - Banchi Male | ባንቺ ማለ - New Ethiopian Music 2017 (Official Video),814,944168,3493,380,486,PAPI FT.TEMESGEN GEBREGZIABHER
541,AB Alemu - Chocolate | ቸኮላቴ - New Ethiopian Music 2019 (Official video),26,64837,731,159,217,AB ALEMU
542,Teddy Yo ft. Lij Eyasu - Chisu | ጭሱ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,138930,1432,44,152,TEDDY YO
543,Teddy Yo ft. Lij Eyasu - Chisu | ጭሱ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,138930,1432,44,152,LIJ EYASU
544,Hot New Ethiopian Music 2014 Selamawit Nega - Silenate,2113,471315,631,133,82,SELAMAWIT NEGA
545,Merry Wuded - Che Che | ቼቼ - New Ethiopian Music 2017 (Official Video),1001,274775,694,84,142,MERRY WUDED
546,Betelhem Genetu - Tegegnehu | ተገኘሁ - New Ethiopian Music 2017 (Official Video),902,64424,269,19,104,BETELHEM GENETU
547,Mesfin Berhanu - Selam Alewa | ሰላም ኣለዋ - New Tigrigna Music 2018 (Official Video),657,7448236,16129,2168,1927,MESFIN BERHANU
548,Armah Abila - Yametashal | ያመጣሻል - New Ethiopian Music 2019 (Official Video),285,51984,407,51,113,ARMAH ABILA
549,Molla Kassa - Ney Gibilgn | ነይ ግቢልኝ - New Ethiopian Music 2018 (Official Video),396,68070,448,34,105,MOLLA KASSA
550,D Abe - Girma Mogese | ግርማ ሞገሴ - New Ethiopian Music 2017 (Official Video),946,307614,1052,143,229,D ABE
551,Nuru Modi - Awdamet | አውዳመት - New Ethiopian Music 2018 (Official Video),426,82248,554,51,157,NURU MODI
552,Kalkidan Hulunayehu (Maya Kal) - Yiker | ይቅር - New Ethiopian Music 2018 (Official Video),349,55157,419,64,119,KALKIDAN HULUNAYEHU
553,Demissie Teka - Shado Shorko | ሻዶ ሾርኮ - New Ethiopian Music 2018 (Official Video),405,116090,719,46,224,DEMISSIE TEKA
554,Masiti - Atechegeri | ኣትቸገሪ - New Ethiopian Music 2019 (Official Video),68,21298,253,160,122,MASITI
555,Tariku Berta - Embi Bila - New Ethiopian Music 2016 (Official Video),1370,33773,72,10,16,TARIKU BERTA
556,Jirenya Shiferaw - Hundan Siibita - New Ethiopian Oromo Music 2018 (Official Video),586,1399216,5273,626,1044,JIRENYA SHIFERAW
557,Hanna Alemayehu - Awdamet - New Ethiopian Music 2016 (Official Video),1282,226531,392,61,118,HANNA ALEMAYEHU
558,Henok Mehari - Am In Love - New Ethiopian Music 2017 (Official Video),694,96820,1037,99,196,HENOK MEHARI
559,Yohannes Birhane - Muna | ሙና - New Ethiopian Music 2017 (Official Video),975,99679,296,45,114,YOHANNES BIRHANE
560,Saba Kebede - Ye Dessie Lij | የደሴ ልጅ - New Ethiopian Music 2019 (Official Video),195,59539,486,48,145,SABA KEBEDE
561,Eden Gebreselassie - Aytneknkni | ኣይትነቅንቅኒ - New Ethiopian Music 2018 (Official Video),345,2783793,12451,847,1936,EDEN GEBRESELASSIE
562,Khalid (Kay) - Hoya Hoye | ሆያ ሆዬ - New Ethiopian Music 2019 (Official Video),77,13706,180,136,120,KHALID
563,Etenesh Demeke - Shir Shir | ሽርሽር - New Ethiopian Music (Official Video),1065,1452316,3421,665,724,ETENESH DEMEKE
564,Tizazu Betru - Yesemen Shewa Lij | ትዛዙ በትሩ ዘተጉለት - New Ethiopian Music 2017 (Official Video),970,126349,649,48,166,TIZAZU BETRU
565,Aschenaki Bekele - Aylalam (አይላላም) - New Ethiopian Music 2016 (Official Video),1142,86726,260,43,187,ASCHENAKI BEKELE
566,Meseret Belete - Welelae | ወለሌ - New Ethiopian Music 2017 (Official Video),800,421988,1475,234,-1,MESERET BELETE
567,Anteneh Getachew - Man Ende Hager | ማን እንደ ሃገር - New Ethiopian Music 2019 (Official Video),222,51371,911,90,311,ANTENEH GETACHEW
568,Samson Yaynu - Bunaw Lay | ቡናው ላይ - New Ethiopian Music 2018 (Official Video),603,109724,456,89,77,SAMSON YAYNU
569,AHADU & Syco x Skat x Yabu Jc  - Wey Gude - New Ethiopian Music 2016 (Official Video),1193,1379264,5468,638,908,AHADU
570,AHADU & Syco x Skat x Yabu Jc  - Wey Gude - New Ethiopian Music 2016 (Official Video),1193,1379264,5468,638,908,SYCO X SKAT X YABU JC
571,Alex Sheger - Tiz Yibelish | ትዝ ይበልሽ - New Ethiopian Music (Official Video),1059,65275,320,14,122,ALEX SHEGER
572,Margiitu Warqina - Amma Yeroon - New Ethiopian Music 2019 (Official Video),245,1078610,6511,480,1364,MARGIITU WARQINA
573,Melat Kelemework - Konjiye | ቆንጅዬ - New Ethiopian Music 2019 (Official Video),135,203765,1471,209,368,MELAT KELEMEWORK
574,Kalkidan H/Selassie - Mejemeriya New Ethiopian Music 2015 (Official Video),1508,7430,22,18,7,KALKIDAN H/SELASSIE
575,Alemu Tafesse - Shiluk Bey | ሽሉክ ቤ - New Ethiopian Music 2017 (Official Video),768,70635,403,33,167,ALEMU TAFESSE
576,Teddy Yo ft. Lij Eyasu - Alew belegn | አለው በለኝ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,54611,540,15,79,TEDDY YO
577,Teddy Yo ft. Lij Eyasu - Alew belegn | አለው በለኝ - New Ethiopian Music 2018 (Official Audio W/Lyrics),598,54611,540,15,79,LIJ EYASU
578,kimo Salih - Enja - New Ethiopian Music 2016 (Official Video),1385,35037,145,9,36,KIMO SALIH
579,Misrak Taye - Marakiye | ማራኪዬ - New Ethiopian Music 2018 (Official Video),624,265831,1276,189,404,MISRAK TAYE
